# Number of events: 15000
# Number of events types: 10
# Number of events attributes: 3
# Minimum intermediate seconds: 1
# Maximum intermediate seconds: 10
# Complex Event: 2023-09-20 13:35:49; HIT
# Event attributes: TEMP: {1 - 100}, ID: {1 - 10}, ROOM: {1 - 10}, 
# Used rule: [every((A0 = A -> B0 = B)) where timer:within(60 sec)] where (A0.ROOM = B0.ROOM)

2023-09-20 13:37:42; C; TEMP: 41; ID: 3; ROOM: 5
2023-09-20 16:03:25; A; TEMP: 85; ID: 10; ROOM: 3
2023-09-20 16:03:29; A; TEMP: 26; ID: 10; ROOM: 3
2023-09-20 16:03:31; D; TEMP: 40; ID: 4; ROOM: 8
2023-09-20 16:03:36; F; TEMP: 29; ID: 6; ROOM: 3
2023-09-20 16:03:40; G; TEMP: 35; ID: 7; ROOM: 3
2023-09-20 16:03:44; J; TEMP: 4; ID: 6; ROOM: 7
2023-09-20 16:03:46; E; TEMP: 32; ID: 1; ROOM: 6
2023-09-20 16:03:49; A; TEMP: 47; ID: 2; ROOM: 10
2023-09-20 16:03:50; I; TEMP: 18; ID: 8; ROOM: 4
2023-09-20 16:03:51; B; TEMP: 55; ID: 8; ROOM: 3
2023-09-20 16:03:59; H; TEMP: 75; ID: 8; ROOM: 10
2023-09-20 16:04:08; I; TEMP: 20; ID: 4; ROOM: 2
2023-09-20 16:04:10; E; TEMP: 45; ID: 4; ROOM: 2
2023-09-20 16:04:13; F; TEMP: 74; ID: 1; ROOM: 8
2023-09-20 16:04:16; I; TEMP: 29; ID: 6; ROOM: 10
2023-09-20 16:04:20; G; TEMP: 17; ID: 2; ROOM: 10
2023-09-20 16:04:21; G; TEMP: 26; ID: 1; ROOM: 3
2023-09-20 16:04:24; E; TEMP: 7; ID: 7; ROOM: 4
2023-09-20 16:04:31; J; TEMP: 69; ID: 4; ROOM: 5
2023-09-20 16:04:37; G; TEMP: 16; ID: 7; ROOM: 5
2023-09-20 16:04:41; J; TEMP: 97; ID: 5; ROOM: 7
2023-09-20 16:04:45; J; TEMP: 16; ID: 8; ROOM: 6
2023-09-20 16:04:46; I; TEMP: 43; ID: 2; ROOM: 8
2023-09-20 16:04:47; C; TEMP: 32; ID: 7; ROOM: 4
2023-09-20 16:04:48; F; TEMP: 59; ID: 1; ROOM: 10
2023-09-20 16:04:55; I; TEMP: 86; ID: 8; ROOM: 6
2023-09-20 16:05:02; A; TEMP: 48; ID: 1; ROOM: 5
2023-09-20 16:05:05; B; TEMP: 54; ID: 10; ROOM: 5
2023-09-20 16:05:05; HIT
2023-09-20 16:05:14; F; TEMP: 48; ID: 9; ROOM: 6
2023-09-20 16:05:23; A; TEMP: 24; ID: 5; ROOM: 6
2023-09-20 16:05:29; E; TEMP: 31; ID: 1; ROOM: 3
2023-09-20 16:05:33; A; TEMP: 81; ID: 9; ROOM: 9
2023-09-20 16:05:40; E; TEMP: 62; ID: 4; ROOM: 5
2023-09-20 16:05:47; D; TEMP: 63; ID: 10; ROOM: 9
2023-09-20 16:05:52; C; TEMP: 80; ID: 6; ROOM: 10
2023-09-20 16:06:01; D; TEMP: 57; ID: 2; ROOM: 2
2023-09-20 16:06:07; F; TEMP: 71; ID: 4; ROOM: 9
2023-09-20 16:06:15; A; TEMP: 48; ID: 8; ROOM: 9
2023-09-20 16:06:16; B; TEMP: 87; ID: 9; ROOM: 6
2023-09-20 16:06:23; E; TEMP: 17; ID: 3; ROOM: 9
2023-09-20 16:06:32; A; TEMP: 91; ID: 7; ROOM: 4
2023-09-20 16:06:39; I; TEMP: 29; ID: 6; ROOM: 9
2023-09-20 16:06:47; I; TEMP: 90; ID: 3; ROOM: 8
2023-09-20 16:06:50; E; TEMP: 45; ID: 3; ROOM: 3
2023-09-20 16:06:52; B; TEMP: 36; ID: 3; ROOM: 5
2023-09-20 16:06:59; B; TEMP: 62; ID: 4; ROOM: 10
2023-09-20 16:07:00; E; TEMP: 94; ID: 5; ROOM: 9
2023-09-20 16:07:09; F; TEMP: 47; ID: 4; ROOM: 4
2023-09-20 16:07:17; A; TEMP: 59; ID: 2; ROOM: 3
2023-09-20 16:07:25; B; TEMP: 28; ID: 9; ROOM: 3
2023-09-20 16:07:25; HIT
2023-09-20 16:07:30; E; TEMP: 36; ID: 2; ROOM: 6
2023-09-20 16:07:38; H; TEMP: 69; ID: 2; ROOM: 4
2023-09-20 16:07:44; E; TEMP: 66; ID: 8; ROOM: 8
2023-09-20 16:07:46; C; TEMP: 4; ID: 8; ROOM: 4
2023-09-20 16:07:50; F; TEMP: 71; ID: 7; ROOM: 8
2023-09-20 16:07:58; D; TEMP: 49; ID: 6; ROOM: 5
2023-09-20 16:08:06; F; TEMP: 70; ID: 9; ROOM: 7
2023-09-20 16:08:11; J; TEMP: 85; ID: 10; ROOM: 6
2023-09-20 16:08:20; A; TEMP: 45; ID: 5; ROOM: 2
2023-09-20 16:08:22; C; TEMP: 8; ID: 6; ROOM: 4
2023-09-20 16:08:28; J; TEMP: 25; ID: 7; ROOM: 8
2023-09-20 16:08:36; B; TEMP: 43; ID: 4; ROOM: 2
2023-09-20 16:08:37; F; TEMP: 11; ID: 10; ROOM: 8
2023-09-20 16:08:41; F; TEMP: 99; ID: 4; ROOM: 9
2023-09-20 16:08:47; B; TEMP: 4; ID: 5; ROOM: 5
2023-09-20 16:08:53; C; TEMP: 92; ID: 9; ROOM: 7
2023-09-20 16:09:01; G; TEMP: 56; ID: 8; ROOM: 10
2023-09-20 16:09:03; E; TEMP: 55; ID: 5; ROOM: 6
2023-09-20 16:09:04; J; TEMP: 71; ID: 5; ROOM: 4
2023-09-20 16:09:12; H; TEMP: 35; ID: 5; ROOM: 3
2023-09-20 16:09:16; J; TEMP: 17; ID: 4; ROOM: 8
2023-09-20 16:09:21; B; TEMP: 15; ID: 3; ROOM: 8
2023-09-20 16:09:23; G; TEMP: 91; ID: 10; ROOM: 2
2023-09-20 16:09:24; C; TEMP: 70; ID: 8; ROOM: 3
2023-09-20 16:09:27; G; TEMP: 16; ID: 7; ROOM: 9
2023-09-20 16:09:31; A; TEMP: 42; ID: 5; ROOM: 1
2023-09-20 16:09:40; B; TEMP: 86; ID: 2; ROOM: 1
2023-09-20 16:09:40; HIT
2023-09-20 16:09:47; A; TEMP: 27; ID: 10; ROOM: 7
2023-09-20 16:09:51; I; TEMP: 26; ID: 8; ROOM: 8
2023-09-20 16:09:58; G; TEMP: 85; ID: 7; ROOM: 2
2023-09-20 16:10:00; G; TEMP: 84; ID: 10; ROOM: 2
2023-09-20 16:10:03; D; TEMP: 35; ID: 8; ROOM: 3
2023-09-20 16:10:05; D; TEMP: 65; ID: 10; ROOM: 10
2023-09-20 16:10:11; C; TEMP: 96; ID: 9; ROOM: 4
2023-09-20 16:10:14; E; TEMP: 18; ID: 9; ROOM: 1
2023-09-20 16:10:17; E; TEMP: 45; ID: 4; ROOM: 8
2023-09-20 16:10:26; E; TEMP: 46; ID: 8; ROOM: 9
2023-09-20 16:10:30; B; TEMP: 58; ID: 1; ROOM: 10
2023-09-20 16:10:33; J; TEMP: 36; ID: 7; ROOM: 1
2023-09-20 16:10:42; I; TEMP: 94; ID: 10; ROOM: 4
2023-09-20 16:10:49; A; TEMP: 6; ID: 2; ROOM: 3
2023-09-20 16:10:51; B; TEMP: 17; ID: 2; ROOM: 3
2023-09-20 16:10:51; HIT
2023-09-20 16:10:57; D; TEMP: 92; ID: 1; ROOM: 7
2023-09-20 16:11:02; B; TEMP: 41; ID: 3; ROOM: 3
2023-09-20 16:11:11; J; TEMP: 28; ID: 9; ROOM: 2
2023-09-20 16:11:13; J; TEMP: 63; ID: 8; ROOM: 10
2023-09-20 16:11:14; B; TEMP: 11; ID: 1; ROOM: 9
2023-09-20 16:11:17; J; TEMP: 85; ID: 1; ROOM: 7
2023-09-20 16:11:26; J; TEMP: 4; ID: 1; ROOM: 4
2023-09-20 16:11:31; C; TEMP: 96; ID: 10; ROOM: 9
2023-09-20 16:11:37; H; TEMP: 54; ID: 10; ROOM: 9
2023-09-20 16:11:39; A; TEMP: 30; ID: 10; ROOM: 5
2023-09-20 16:11:43; G; TEMP: 99; ID: 1; ROOM: 8
2023-09-20 16:11:44; D; TEMP: 24; ID: 10; ROOM: 4
2023-09-20 16:11:49; I; TEMP: 87; ID: 4; ROOM: 1
2023-09-20 16:11:50; I; TEMP: 50; ID: 7; ROOM: 2
2023-09-20 16:11:58; B; TEMP: 33; ID: 8; ROOM: 5
2023-09-20 16:12:05; A; TEMP: 76; ID: 6; ROOM: 3
2023-09-20 16:12:13; D; TEMP: 87; ID: 9; ROOM: 2
2023-09-20 16:12:22; I; TEMP: 3; ID: 5; ROOM: 1
2023-09-20 16:12:24; E; TEMP: 91; ID: 5; ROOM: 1
2023-09-20 16:12:31; H; TEMP: 83; ID: 7; ROOM: 3
2023-09-20 16:12:33; G; TEMP: 72; ID: 3; ROOM: 6
2023-09-20 16:12:37; G; TEMP: 79; ID: 8; ROOM: 4
2023-09-20 16:12:45; F; TEMP: 17; ID: 3; ROOM: 5
2023-09-20 16:12:53; A; TEMP: 90; ID: 7; ROOM: 6
2023-09-20 16:12:54; D; TEMP: 56; ID: 7; ROOM: 3
2023-09-20 16:12:56; H; TEMP: 14; ID: 2; ROOM: 9
2023-09-20 16:13:04; C; TEMP: 31; ID: 9; ROOM: 2
2023-09-20 16:13:11; B; TEMP: 92; ID: 7; ROOM: 6
2023-09-20 16:13:19; D; TEMP: 78; ID: 9; ROOM: 9
2023-09-20 16:13:28; C; TEMP: 33; ID: 9; ROOM: 5
2023-09-20 16:13:35; G; TEMP: 67; ID: 9; ROOM: 6
2023-09-20 16:13:43; E; TEMP: 8; ID: 10; ROOM: 4
2023-09-20 16:13:44; B; TEMP: 24; ID: 4; ROOM: 4
2023-09-20 16:13:49; D; TEMP: 33; ID: 8; ROOM: 1
2023-09-20 16:13:54; D; TEMP: 59; ID: 7; ROOM: 5
2023-09-20 16:13:56; H; TEMP: 62; ID: 5; ROOM: 1
2023-09-20 16:14:04; H; TEMP: 17; ID: 4; ROOM: 4
2023-09-20 16:14:05; C; TEMP: 12; ID: 10; ROOM: 1
2023-09-20 16:14:13; B; TEMP: 71; ID: 6; ROOM: 9
2023-09-20 16:14:16; A; TEMP: 55; ID: 1; ROOM: 4
2023-09-20 16:14:20; G; TEMP: 18; ID: 3; ROOM: 4
2023-09-20 16:14:28; B; TEMP: 70; ID: 1; ROOM: 4
2023-09-20 16:14:28; HIT
2023-09-20 16:14:37; H; TEMP: 29; ID: 8; ROOM: 1
2023-09-20 16:14:40; D; TEMP: 84; ID: 7; ROOM: 1
2023-09-20 16:14:43; D; TEMP: 58; ID: 5; ROOM: 6
2023-09-20 16:14:50; D; TEMP: 85; ID: 2; ROOM: 7
2023-09-20 16:14:53; H; TEMP: 51; ID: 10; ROOM: 3
2023-09-20 16:15:00; D; TEMP: 81; ID: 6; ROOM: 5
2023-09-20 16:15:06; G; TEMP: 89; ID: 8; ROOM: 2
2023-09-20 16:15:09; G; TEMP: 24; ID: 5; ROOM: 7
2023-09-20 16:15:11; D; TEMP: 23; ID: 8; ROOM: 5
2023-09-20 16:15:16; G; TEMP: 45; ID: 3; ROOM: 4
2023-09-20 16:15:24; D; TEMP: 28; ID: 10; ROOM: 8
2023-09-20 16:15:30; A; TEMP: 2; ID: 4; ROOM: 5
2023-09-20 16:15:38; B; TEMP: 90; ID: 10; ROOM: 5
2023-09-20 16:15:38; HIT
2023-09-20 16:15:40; G; TEMP: 47; ID: 1; ROOM: 7
2023-09-20 16:15:48; D; TEMP: 94; ID: 9; ROOM: 10
2023-09-20 16:15:54; J; TEMP: 37; ID: 8; ROOM: 7
2023-09-20 16:15:58; A; TEMP: 10; ID: 10; ROOM: 5
2023-09-20 16:15:59; D; TEMP: 18; ID: 9; ROOM: 9
2023-09-20 16:16:01; H; TEMP: 41; ID: 7; ROOM: 7
2023-09-20 16:16:05; D; TEMP: 78; ID: 7; ROOM: 5
2023-09-20 16:16:13; F; TEMP: 22; ID: 2; ROOM: 9
2023-09-20 16:16:14; F; TEMP: 76; ID: 2; ROOM: 8
2023-09-20 16:16:18; H; TEMP: 67; ID: 4; ROOM: 7
2023-09-20 16:16:21; A; TEMP: 90; ID: 6; ROOM: 2
2023-09-20 16:16:28; B; TEMP: 42; ID: 7; ROOM: 4
2023-09-20 16:16:35; D; TEMP: 21; ID: 6; ROOM: 3
2023-09-20 16:16:39; A; TEMP: 74; ID: 7; ROOM: 6
2023-09-20 16:16:43; B; TEMP: 79; ID: 3; ROOM: 6
2023-09-20 16:16:43; HIT
2023-09-20 16:16:51; D; TEMP: 11; ID: 2; ROOM: 5
2023-09-20 16:16:58; H; TEMP: 24; ID: 2; ROOM: 3
2023-09-20 16:17:03; J; TEMP: 55; ID: 4; ROOM: 2
2023-09-20 16:17:04; D; TEMP: 88; ID: 10; ROOM: 9
2023-09-20 16:17:11; B; TEMP: 17; ID: 2; ROOM: 8
2023-09-20 16:17:13; E; TEMP: 44; ID: 6; ROOM: 1
2023-09-20 16:17:16; B; TEMP: 13; ID: 7; ROOM: 7
2023-09-20 16:17:23; J; TEMP: 23; ID: 1; ROOM: 3
2023-09-20 16:17:28; A; TEMP: 92; ID: 6; ROOM: 8
2023-09-20 16:17:35; F; TEMP: 65; ID: 1; ROOM: 1
2023-09-20 16:17:39; J; TEMP: 72; ID: 8; ROOM: 1
2023-09-20 16:17:41; A; TEMP: 56; ID: 8; ROOM: 8
2023-09-20 16:17:47; F; TEMP: 42; ID: 2; ROOM: 6
2023-09-20 16:17:50; J; TEMP: 81; ID: 6; ROOM: 1
2023-09-20 16:17:55; E; TEMP: 81; ID: 2; ROOM: 5
2023-09-20 16:17:58; B; TEMP: 21; ID: 9; ROOM: 8
2023-09-20 16:17:59; A; TEMP: 41; ID: 7; ROOM: 1
2023-09-20 16:18:05; A; TEMP: 66; ID: 6; ROOM: 9
2023-09-20 16:18:07; F; TEMP: 44; ID: 5; ROOM: 4
2023-09-20 16:18:15; G; TEMP: 57; ID: 10; ROOM: 7
2023-09-20 16:18:20; C; TEMP: 10; ID: 8; ROOM: 9
2023-09-20 16:18:27; F; TEMP: 62; ID: 4; ROOM: 5
2023-09-20 16:18:34; A; TEMP: 85; ID: 1; ROOM: 9
2023-09-20 16:18:41; E; TEMP: 8; ID: 8; ROOM: 5
2023-09-20 16:18:44; F; TEMP: 42; ID: 3; ROOM: 1
2023-09-20 16:18:45; A; TEMP: 25; ID: 6; ROOM: 2
2023-09-20 16:18:48; C; TEMP: 60; ID: 3; ROOM: 8
2023-09-20 16:18:54; H; TEMP: 10; ID: 10; ROOM: 10
2023-09-20 16:18:55; I; TEMP: 51; ID: 1; ROOM: 8
2023-09-20 16:18:59; A; TEMP: 49; ID: 2; ROOM: 5
2023-09-20 16:19:00; A; TEMP: 94; ID: 1; ROOM: 4
2023-09-20 16:19:04; B; TEMP: 4; ID: 2; ROOM: 9
2023-09-20 16:19:08; H; TEMP: 81; ID: 8; ROOM: 9
2023-09-20 16:19:11; H; TEMP: 89; ID: 4; ROOM: 8
2023-09-20 16:19:12; I; TEMP: 52; ID: 9; ROOM: 5
2023-09-20 16:19:15; B; TEMP: 4; ID: 3; ROOM: 9
2023-09-20 16:19:20; A; TEMP: 71; ID: 3; ROOM: 3
2023-09-20 16:19:21; B; TEMP: 6; ID: 8; ROOM: 7
2023-09-20 16:19:22; I; TEMP: 21; ID: 8; ROOM: 9
2023-09-20 16:19:24; B; TEMP: 42; ID: 2; ROOM: 9
2023-09-20 16:19:27; G; TEMP: 31; ID: 10; ROOM: 5
2023-09-20 16:19:35; H; TEMP: 42; ID: 7; ROOM: 3
2023-09-20 16:19:43; E; TEMP: 66; ID: 6; ROOM: 1
2023-09-20 16:19:46; E; TEMP: 60; ID: 2; ROOM: 10
2023-09-20 16:19:50; F; TEMP: 90; ID: 2; ROOM: 1
2023-09-20 16:19:51; A; TEMP: 91; ID: 6; ROOM: 9
2023-09-20 16:19:55; D; TEMP: 10; ID: 1; ROOM: 1
2023-09-20 16:19:59; D; TEMP: 86; ID: 9; ROOM: 6
2023-09-20 16:20:07; A; TEMP: 81; ID: 6; ROOM: 7
2023-09-20 16:20:09; G; TEMP: 37; ID: 8; ROOM: 2
2023-09-20 16:20:11; B; TEMP: 91; ID: 6; ROOM: 9
2023-09-20 16:20:11; HIT
2023-09-20 16:20:14; E; TEMP: 21; ID: 9; ROOM: 1
2023-09-20 16:20:22; E; TEMP: 43; ID: 6; ROOM: 5
2023-09-20 16:20:27; H; TEMP: 85; ID: 3; ROOM: 6
2023-09-20 16:20:35; F; TEMP: 33; ID: 2; ROOM: 9
2023-09-20 16:20:38; C; TEMP: 84; ID: 1; ROOM: 6
2023-09-20 16:20:39; A; TEMP: 50; ID: 7; ROOM: 1
2023-09-20 16:20:43; H; TEMP: 5; ID: 10; ROOM: 8
2023-09-20 16:20:50; J; TEMP: 59; ID: 2; ROOM: 9
2023-09-20 16:20:54; G; TEMP: 92; ID: 10; ROOM: 3
2023-09-20 16:20:59; H; TEMP: 88; ID: 5; ROOM: 10
2023-09-20 16:21:01; G; TEMP: 23; ID: 2; ROOM: 6
2023-09-20 16:21:04; B; TEMP: 63; ID: 5; ROOM: 1
2023-09-20 16:21:04; HIT
2023-09-20 16:21:05; A; TEMP: 24; ID: 10; ROOM: 3
2023-09-20 16:21:11; G; TEMP: 28; ID: 8; ROOM: 7
2023-09-20 16:21:13; I; TEMP: 42; ID: 7; ROOM: 10
2023-09-20 16:21:22; A; TEMP: 62; ID: 8; ROOM: 10
2023-09-20 16:21:24; B; TEMP: 83; ID: 10; ROOM: 3
2023-09-20 16:21:24; HIT
2023-09-20 16:21:33; E; TEMP: 1; ID: 8; ROOM: 3
2023-09-20 16:21:37; B; TEMP: 29; ID: 9; ROOM: 5
2023-09-20 16:21:38; A; TEMP: 74; ID: 9; ROOM: 4
2023-09-20 16:21:46; F; TEMP: 76; ID: 6; ROOM: 8
2023-09-20 16:21:53; I; TEMP: 53; ID: 1; ROOM: 7
2023-09-20 16:21:58; J; TEMP: 90; ID: 10; ROOM: 7
2023-09-20 16:22:05; J; TEMP: 37; ID: 3; ROOM: 3
2023-09-20 16:22:12; E; TEMP: 11; ID: 5; ROOM: 7
2023-09-20 16:22:21; G; TEMP: 33; ID: 9; ROOM: 3
2023-09-20 16:22:25; A; TEMP: 58; ID: 4; ROOM: 3
2023-09-20 16:22:34; B; TEMP: 39; ID: 4; ROOM: 4
2023-09-20 16:22:37; E; TEMP: 40; ID: 5; ROOM: 2
2023-09-20 16:22:45; E; TEMP: 54; ID: 1; ROOM: 9
2023-09-20 16:22:50; J; TEMP: 32; ID: 10; ROOM: 2
2023-09-20 16:22:57; I; TEMP: 46; ID: 1; ROOM: 7
2023-09-20 16:22:58; G; TEMP: 6; ID: 5; ROOM: 7
2023-09-20 16:23:02; G; TEMP: 69; ID: 1; ROOM: 8
2023-09-20 16:23:08; C; TEMP: 50; ID: 5; ROOM: 8
2023-09-20 16:23:14; I; TEMP: 96; ID: 7; ROOM: 6
2023-09-20 16:23:15; B; TEMP: 77; ID: 2; ROOM: 8
2023-09-20 16:23:17; H; TEMP: 27; ID: 4; ROOM: 1
2023-09-20 16:23:21; I; TEMP: 14; ID: 2; ROOM: 6
2023-09-20 16:23:28; A; TEMP: 17; ID: 7; ROOM: 9
2023-09-20 16:23:32; C; TEMP: 90; ID: 4; ROOM: 8
2023-09-20 16:23:38; A; TEMP: 35; ID: 1; ROOM: 4
2023-09-20 16:23:43; B; TEMP: 43; ID: 2; ROOM: 9
2023-09-20 16:23:50; C; TEMP: 47; ID: 1; ROOM: 10
2023-09-20 16:23:59; C; TEMP: 73; ID: 5; ROOM: 10
2023-09-20 16:24:01; J; TEMP: 53; ID: 1; ROOM: 10
2023-09-20 16:24:05; F; TEMP: 88; ID: 8; ROOM: 5
2023-09-20 16:24:11; A; TEMP: 33; ID: 3; ROOM: 9
2023-09-20 16:24:15; H; TEMP: 18; ID: 7; ROOM: 2
2023-09-20 16:24:17; E; TEMP: 85; ID: 4; ROOM: 8
2023-09-20 16:24:23; G; TEMP: 88; ID: 10; ROOM: 9
2023-09-20 16:24:32; H; TEMP: 75; ID: 8; ROOM: 4
2023-09-20 16:24:35; D; TEMP: 50; ID: 5; ROOM: 6
2023-09-20 16:24:44; H; TEMP: 56; ID: 7; ROOM: 2
2023-09-20 16:24:46; E; TEMP: 31; ID: 7; ROOM: 3
2023-09-20 16:24:47; E; TEMP: 49; ID: 5; ROOM: 2
2023-09-20 16:24:55; B; TEMP: 17; ID: 2; ROOM: 9
2023-09-20 16:25:02; I; TEMP: 85; ID: 9; ROOM: 3
2023-09-20 16:25:05; G; TEMP: 27; ID: 3; ROOM: 8
2023-09-20 16:25:10; J; TEMP: 57; ID: 9; ROOM: 5
2023-09-20 16:25:14; A; TEMP: 16; ID: 1; ROOM: 6
2023-09-20 16:25:22; E; TEMP: 31; ID: 6; ROOM: 1
2023-09-20 16:25:23; C; TEMP: 57; ID: 8; ROOM: 9
2023-09-20 16:25:26; A; TEMP: 57; ID: 10; ROOM: 5
2023-09-20 16:25:34; H; TEMP: 99; ID: 4; ROOM: 1
2023-09-20 16:25:36; F; TEMP: 73; ID: 4; ROOM: 6
2023-09-20 16:25:42; J; TEMP: 2; ID: 7; ROOM: 1
2023-09-20 16:25:49; H; TEMP: 20; ID: 8; ROOM: 4
2023-09-20 16:25:54; J; TEMP: 48; ID: 5; ROOM: 2
2023-09-20 16:25:55; B; TEMP: 26; ID: 9; ROOM: 5
2023-09-20 16:26:02; A; TEMP: 68; ID: 8; ROOM: 6
2023-09-20 16:26:04; B; TEMP: 41; ID: 6; ROOM: 6
2023-09-20 16:26:04; HIT
2023-09-20 16:26:05; H; TEMP: 73; ID: 6; ROOM: 2
2023-09-20 16:26:12; D; TEMP: 60; ID: 8; ROOM: 1
2023-09-20 16:26:17; E; TEMP: 75; ID: 7; ROOM: 8
2023-09-20 16:26:19; J; TEMP: 37; ID: 8; ROOM: 7
2023-09-20 16:26:20; F; TEMP: 89; ID: 8; ROOM: 4
2023-09-20 16:26:22; E; TEMP: 68; ID: 2; ROOM: 7
2023-09-20 16:26:30; F; TEMP: 48; ID: 3; ROOM: 8
2023-09-20 16:26:31; D; TEMP: 78; ID: 2; ROOM: 5
2023-09-20 16:26:35; G; TEMP: 96; ID: 9; ROOM: 6
2023-09-20 16:26:43; B; TEMP: 47; ID: 8; ROOM: 9
2023-09-20 16:26:44; F; TEMP: 84; ID: 6; ROOM: 8
2023-09-20 16:26:51; B; TEMP: 58; ID: 2; ROOM: 8
2023-09-20 16:26:56; E; TEMP: 48; ID: 4; ROOM: 2
2023-09-20 16:27:00; C; TEMP: 68; ID: 4; ROOM: 6
2023-09-20 16:27:02; G; TEMP: 41; ID: 9; ROOM: 2
2023-09-20 16:27:04; C; TEMP: 25; ID: 5; ROOM: 5
2023-09-20 16:27:08; A; TEMP: 11; ID: 2; ROOM: 7
2023-09-20 16:27:12; B; TEMP: 53; ID: 5; ROOM: 7
2023-09-20 16:27:12; HIT
2023-09-20 16:27:15; C; TEMP: 80; ID: 2; ROOM: 8
2023-09-20 16:27:17; G; TEMP: 53; ID: 4; ROOM: 3
2023-09-20 16:27:22; F; TEMP: 75; ID: 6; ROOM: 2
2023-09-20 16:27:25; B; TEMP: 88; ID: 4; ROOM: 4
2023-09-20 16:27:29; A; TEMP: 95; ID: 10; ROOM: 2
2023-09-20 16:27:33; J; TEMP: 1; ID: 10; ROOM: 8
2023-09-20 16:27:40; G; TEMP: 34; ID: 1; ROOM: 7
2023-09-20 16:27:42; A; TEMP: 6; ID: 1; ROOM: 6
2023-09-20 16:27:45; A; TEMP: 33; ID: 9; ROOM: 7
2023-09-20 16:27:49; I; TEMP: 76; ID: 1; ROOM: 4
2023-09-20 16:27:56; D; TEMP: 20; ID: 1; ROOM: 10
2023-09-20 16:28:05; D; TEMP: 36; ID: 1; ROOM: 2
2023-09-20 16:28:10; H; TEMP: 50; ID: 2; ROOM: 9
2023-09-20 16:28:11; H; TEMP: 45; ID: 6; ROOM: 5
2023-09-20 16:28:13; J; TEMP: 69; ID: 7; ROOM: 1
2023-09-20 16:28:16; B; TEMP: 82; ID: 2; ROOM: 2
2023-09-20 16:28:21; I; TEMP: 12; ID: 6; ROOM: 4
2023-09-20 16:28:24; B; TEMP: 31; ID: 7; ROOM: 5
2023-09-20 16:28:28; H; TEMP: 42; ID: 8; ROOM: 5
2023-09-20 16:28:34; E; TEMP: 76; ID: 3; ROOM: 1
2023-09-20 16:28:39; F; TEMP: 89; ID: 9; ROOM: 3
2023-09-20 16:28:45; F; TEMP: 13; ID: 2; ROOM: 7
2023-09-20 16:28:48; A; TEMP: 71; ID: 4; ROOM: 8
2023-09-20 16:28:51; H; TEMP: 8; ID: 4; ROOM: 4
2023-09-20 16:28:55; C; TEMP: 17; ID: 8; ROOM: 6
2023-09-20 16:29:03; A; TEMP: 64; ID: 5; ROOM: 6
2023-09-20 16:29:04; E; TEMP: 84; ID: 9; ROOM: 3
2023-09-20 16:29:05; H; TEMP: 100; ID: 4; ROOM: 7
2023-09-20 16:29:06; J; TEMP: 89; ID: 3; ROOM: 7
2023-09-20 16:29:11; E; TEMP: 9; ID: 3; ROOM: 1
2023-09-20 16:29:14; C; TEMP: 21; ID: 3; ROOM: 9
2023-09-20 16:29:16; I; TEMP: 71; ID: 4; ROOM: 3
2023-09-20 16:29:22; B; TEMP: 7; ID: 4; ROOM: 8
2023-09-20 16:29:25; A; TEMP: 25; ID: 7; ROOM: 4
2023-09-20 16:29:27; A; TEMP: 49; ID: 6; ROOM: 4
2023-09-20 16:29:30; B; TEMP: 88; ID: 6; ROOM: 7
2023-09-20 16:29:31; A; TEMP: 20; ID: 8; ROOM: 2
2023-09-20 16:29:37; G; TEMP: 98; ID: 3; ROOM: 3
2023-09-20 16:29:44; B; TEMP: 99; ID: 9; ROOM: 2
2023-09-20 16:29:44; HIT
2023-09-20 16:29:49; I; TEMP: 79; ID: 7; ROOM: 6
2023-09-20 16:29:56; E; TEMP: 29; ID: 1; ROOM: 1
2023-09-20 16:29:59; D; TEMP: 69; ID: 8; ROOM: 4
2023-09-20 16:30:02; C; TEMP: 96; ID: 4; ROOM: 7
2023-09-20 16:30:07; J; TEMP: 88; ID: 6; ROOM: 7
2023-09-20 16:30:15; A; TEMP: 51; ID: 2; ROOM: 4
2023-09-20 16:30:20; F; TEMP: 29; ID: 5; ROOM: 7
2023-09-20 16:30:29; H; TEMP: 22; ID: 7; ROOM: 10
2023-09-20 16:30:36; F; TEMP: 99; ID: 5; ROOM: 9
2023-09-20 16:30:43; B; TEMP: 56; ID: 6; ROOM: 2
2023-09-20 16:30:46; H; TEMP: 76; ID: 3; ROOM: 10
2023-09-20 16:30:52; A; TEMP: 64; ID: 8; ROOM: 10
2023-09-20 16:30:53; B; TEMP: 35; ID: 9; ROOM: 10
2023-09-20 16:30:53; HIT
2023-09-20 16:30:59; D; TEMP: 47; ID: 4; ROOM: 7
2023-09-20 16:31:04; G; TEMP: 23; ID: 5; ROOM: 8
2023-09-20 16:31:13; F; TEMP: 34; ID: 7; ROOM: 6
2023-09-20 16:31:16; J; TEMP: 55; ID: 10; ROOM: 1
2023-09-20 16:31:17; A; TEMP: 17; ID: 5; ROOM: 2
2023-09-20 16:31:18; F; TEMP: 77; ID: 4; ROOM: 1
2023-09-20 16:31:27; A; TEMP: 9; ID: 3; ROOM: 6
2023-09-20 16:31:34; B; TEMP: 67; ID: 5; ROOM: 2
2023-09-20 16:31:34; HIT
2023-09-20 16:31:39; H; TEMP: 75; ID: 10; ROOM: 1
2023-09-20 16:31:43; H; TEMP: 40; ID: 2; ROOM: 4
